Year,Month,Day,Hour,Minute,Second,Temp Decimal,Temp Fraction,Error Type,Command Decimal,Command Fraction
208,32,0,0,0,0,0,0,0
24,4,10,21,27,13,21,93,2,0,0,0,0,0,0,0
24,4,10,21,27,58,21,93,2,0,0,0,0,0,0,0
24,4,10,21,28,44,21,93,2,0,0,0,0,0,0,0
24,4,10,21,29,29,21,93,2,0,0,0,0,0,0,0
24,4,10,21,30,14,21,93,2,0,0,0,0,0,0,0
24,4,10,21,30,59,21,93,2,0,0,0,0,0,0,0
24,4,10,21,31,45,21,87,2,0,0,0,0,0,0,0
24,4,10,21,32,30,21,87,2,0,0,0,0,0,0,0
24,4,10,21,33,15,21,93,2,0,0,0,0,0,0,0
24,4,10,21,34,0,21,87,2,0,0,0,0,0,0,0
24,4,10,21,34,46,21,87,2,0,0,0,0,0,0,0
24,4,10,21,35,31,21,87,2,0,0,0,0,0,0,0
24,4,10,21,36,16,21,87,2,0,0,0,0,0,0,0
24,4,10,21,37,2,21,87,2,0,0,0,0,0,0,0
24,4,10,21,37,47,21,87,2,0,0,0,0,0,0,0
24,4,10,21,38,32,21,93,2,0,0,0,0,0,0,0
24,4,10,21,39,17,21,87,2,0,0,0,0,0,0,0
24,4,10,21,40,3,21,87,2,0,0,0,0,0,0,0
24,4,10,21,40,48,21,87,2,0,0,0,0,0,0,0
24,4,10,21,41,33,21,87,2,0,0,0,0,0,0,0
24,4,10,21,42,19,21,87,2,0,0,0,0,0,0,0
24,4,10,21,43,4,21,87,2,0,0,0,0,0,0,0
24,4,10,21,43,49,21,87,2,0,0,0,0,0,0,0
24,4,10,21,44,34,21,87,2,0,0,0,0,0,0,0
24,4,10,21,45,20,21,87,2,0,0,0,0,0,0,0
24,4,10,21,46,5,21,87,2,0,0,0,0,0,0,0
24,4,10,21,46,50,21,81,2,0,0,0,0,0,0,0
24,4,10,21,47,36,21,87,2,0,0,0,0,0,0,0
24,4,10,21,48,22,21,81,2,0,0,0,0,0,0,0
24,4,10,21,49,7,21,87,2,0,0,0,0,0,0,0
24,4,10,21,49,53,21,81,2,0,0,0,0,0,0,0
24,4,10,21,50,38,21,81,2,0,0,0,0,0,0,0
24,4,10,21,51,23,21,87,2,0,0,0,0,0,0,0
24,4,10,21,52,9,21,81,2,0,0,0,0,0,0,0
24,4,10,21,52,54,21,81,2,0,0,0,0,0,0,0
24,4,10,21,53,39,21,81,2,0,0,0,0,0,0,0
24,4,10,21,54,24,21,81,2,0,0,0,0,0,0,0
24,4,10,21,55,10,21,81,2,0,0,0,0,0,0,0
24,4,10,21,55,55,21,81,2,0,0,0,0,0,0,0
24,4,10,21,56,40,21,81,2,0,0,0,0,0,0,0
24,4,10,21,57,26,21,81,2,0,0,0,0,0,0,0
24,4,10,21,58,11,21,81,2,0,0,0,0,0,0,0
24,4,10,21,58,56,21,81,2,0,0,0,0,0,0,0
24,4,10,21,59,41,21,75,2,0,0,0,0,0,0,0
24,4,10,22,0,27,21,81,2,0,0,0,0,0,0,0
24,4,10,22,1,12,21,81,2,0,0,0,0,0,0,0
24,4,10,22,1,57,21,81,2,0,0,0,0,0,0,0
24,4,10,22,2,43,21,81,2,0,0,0,0,0,0,0
24,4,10,22,3,28,21,75,2,0,0,0,0,0,0,0
24,4,10,22,4,13,21,75,2,0,0,0,0,0,0,0
24,4,10,22,4,58,21,81,2,0,0,0,0,0,0,0
