Year,Month,Day,Hour,Minute,Second,Temp Decimal,Temp Fraction,Error Type,Command Decimal,Command Fraction
0,32,0,0,0,0,0,0,0
24,4,12,9,47,31,21,0,2,0,0,0,0,0,0,0
24,4,12,9,48,40,21,0,2,0,0,0,0,0,0,0
24,4,12,9,49,50,21,0,2,0,0,0,0,0,0,0
24,4,12,9,50,59,21,0,2,0,0,0,0,0,0,0
24,4,12,9,52,9,21,0,2,0,0,0,0,0,0,0
24,4,12,9,53,19,21,0,2,0,0,0,0,0,0,0
24,4,12,9,54,28,21,0,2,0,0,0,0,0,0,0
24,4,12,9,55,38,21,0,2,0,0,0,0,0,0,0
24,4,12,9,56,48,21,0,2,0,0,0,0,0,0,0
24,4,12,9,57,57,21,0,2,0,0,0,0,0,0,0
24,4,12,9,59,7,21,0,2,0,0,0,0,0,0,0
24,4,12,10,0,17,21,0,2,0,0,0,0,0,0,0
24,4,12,10,1,26,21,0,2,0,0,0,0,0,0,0
24,4,12,10,2,36,21,0,2,0,0,0,0,0,0,0
24,4,12,10,3,45,21,0,2,0,0,0,0,0,0,0
24,4,12,10,4,55,21,0,2,0,0,0,0,0,0,0
24,4,12,10,6,5,21,0,2,0,0,0,0,0,0,0
24,4,12,10,7,14,21,0,2,0,0,0,0,0,0,0
24,4,12,10,8,24,21,0,2,0,0,0,0,0,0,0
24,4,12,10,9,34,21,0,2,0,0,0,0,0,0,0
24,4,12,10,10,43,21,0,2,0,0,0,0,0,0,0
24,4,12,10,11,53,21,0,2,0,0,0,0,0,0,0
24,4,12,10,13,2,21,0,2,0,0,0,0,0,0,0
24,4,12,10,14,12,21,0,2,0,0,0,0,0,0,0
24,4,12,10,15,22,21,0,2,0,0,0,0,0,0,0
24,4,12,10,16,31,21,0,2,0,0,0,0,0,0,0
24,4,12,10,17,41,21,0,2,0,0,0,0,0,0,0
24,4,12,10,18,51,21,0,2,0,0,0,0,0,0,0
24,4,12,10,20,1,21,0,2,0,0,0,0,0,0,0
24,4,12,10,21,11,21,0,2,0,0,0,0,0,0,0
24,4,12,10,22,21,21,0,2,0,0,0,0,0,0,0
24,4,12,10,23,30,21,0,2,0,0,0,0,0,0,0
24,4,12,10,24,40,21,0,2,0,0,0,0,0,0,0
24,4,12,10,25,50,21,0,2,0,0,0,0,0,0,0
24,4,12,10,26,59,21,0,2,0,0,0,0,0,0,0
24,4,12,10,28,9,20,93,2,0,0,0,0,0,0,0
24,4,12,10,29,19,21,0,2,0,0,0,0,0,0,0
24,4,12,10,30,28,21,0,2,0,0,0,0,0,0,0
24,4,12,10,31,38,21,0,2,0,0,0,0,0,0,0
24,4,12,10,32,47,21,0,2,0,0,0,0,0,0,0
24,4,12,10,33,57,20,93,2,0,0,0,0,0,0,0
24,4,12,10,35,7,21,0,2,0,0,0,0,0,0,0
24,4,12,10,36,16,21,0,2,0,0,0,0,0,0,0
24,4,12,10,37,26,21,0,2,0,0,0,0,0,0,0
24,4,12,10,38,36,21,0,2,0,0,0,0,0,0,0
24,4,12,10,39,45,21,0,2,0,0,0,0,0,0,0
24,4,12,10,40,55,21,0,2,0,0,0,0,0,0,0
24,4,12,10,42,5,21,0,2,0,0,0,0,0,0,0
24,4,12,10,43,14,21,0,2,0,0,0,0,0,0,0
24,4,12,10,44,24,21,0,2,0,0,0,0,0,0,0
24,4,12,10,45,33,21,0,2,0,0,0,0,0,0,0
24,4,12,10,46,43,21,0,2,0,0,0,0,0,0,0
24,4,12,10,47,53,21,0,2,0,0,0,0,0,0,0
